TWEET,RELEVANT,
"RT @nprscottsimon: Doing a story, alas, on police suicides, they found an old photo of my grandfather, Sgt Lyons CPD, Shakespeare District.‰Û_",1,
RT @womensmarch: Last weekend #WomensMarch chapter leaders from all over the country convened in Chicago for an organizing retreat. They wi‰Û_,0,
@OfArmyPast @OfABrassHeart @LooseCannon_CPD @xProtectNServe @DeadlyToxicRp_ promised to take her to the park but he‰Û_ https://t.co/9j6UavM5vi,1,
i do need someone to cop me chicago 1's tho. better than the breds tbh,0,
@leedanielsent @EmpireFOX The ENTIRE Police force in Chicago is looking for Jamal Lyon! https://t.co/KodC0tV9i9,1,
Chile the Chicago police done found 5 human hearts in an alley way! What is going on out there!,1,
"RT @nbcchicago: Arrests for brawls, phone thefts after 500 kids descend on downtown Chicago, police say https://t.co/xeYeWkjrlQ https://t.c‰Û_",1,
"RT @ChiefKyes: CPD, Transit Police &amp; MSP are investigating a fatal accident on Everett Ave at the on-ramp to the Tobin Bridge. The accident‰Û_",0,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
RT @kreynolds91: Reserve your place at #NEqUalities19 now! Exploring the use of language as a tool for inclusion in our classrooms. https:/‰Û_,0,
"Wanna hear exciting?This CPD Officer, as he approaches,gets on his OVERHEAD SPEAKER &amp; simply says ""Go Q""!Do you h‰Û_ https://t.co/llRARRIRgN",0,
"RT @MrSmithRE: this is so embarrassing to be honest, on paper you'd think a left-winger like me would be happier in the NEU but this biased‰Û_",0,
"@theGrio Has anyone investigated the FOP,  fraternal Order of Police?   They want Kim Fox out because she's for the‰Û_ https://t.co/GlvPGO1Enu",1,
Jussie Smollett Branded a 'Washed Up Celebrity Who Lied to the Cops' by State's Attorney Kim Foxx‰Û_ https://t.co/hDBOV87ud5,1,
#CPD #PD #GoogleEarth #Measurements #Video  - How to Measure Distance &amp; Share Views in Google Earth https://t.co/qHuRcvUg3X,0,
Surface Design CPD Workshop will begin shortly! Visit us at Jeddah Centre for Forums &amp; Events today!‰Û_ https://t.co/tLTv7o07o7,0,
"RT @CWBChicago: ...Same office called CPD detectives ""the worst"" and wrongly accused officers of leaking grand jury details.",1,
"RT @TIA_EWING: Where is #KierraColes? The 27yo would be holding her newborn in her arms right now. However, the postal worker went missing‰Û_",0,
"RT @ScottishDental: Oral Cancer: Early detection with Roger Currie, Consultant Oral &amp; Maxillofacial Surgeon. Our #SDShow19 education progra‰Û_",0,
RT @DentEducationNW: All registered professionals need to be aware of the legal requirements upon them! Lead Dental Nurses need to ensure t‰Û_,0,
RT @AJGuglielmi: Chicago Parent magazine profiles some of the incredibly hard working women of the CPD who keep Chicago safe everyday and g‰Û_,0,
RT @ABC7Chicago: CPD asking for help finding missing teen Fatinah Asad https://t.co/6ZKzGYYAkB https://t.co/eASjYyNSpa,1,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..‰Û_",1,
"BREAKING: A teen hit by a train in #Cordele tonight is in critical condition, according to Cordele Police. It happe‰Û_ https://t.co/IdafgYRApB",0,
RT @NASUWT: Conference currently debating a call for a statutory contractual entitlement to CPD for all teachers &amp; school leaders. The NASU‰Û_,0,
Please do come along to this event on co-production @Niccola_CPD https://t.co/TqKkqTULeo,0,
"RT @NewsBreaking: BREAKING: Two Chicago brothers who claim Jussie Smollett paid them to help stage what police deemed a ""hoax"" attack file‰Û_",1,
A white former Chicago police officer convicted of killing a black teenager in 2014 was emotionally distraught in t‰Û_ https://t.co/8E8NnZk58o,1,
"RT @ivotekindness: @McAllisterDen A young man who was ostracized by social media, a police department that decided to put him on trial on t‰Û_",1,
RT @chicagotribune: Chicago police have arrested a man in connection with a batch of drugs laced with the potent painkiller fentanyl that w‰Û_,0,
RT @shestokas: #KimFoxx has made a mess of the Cook County state's attorney's office from @chicagotribune and it's not just #Smollett.  @fo‰Û_,0,
@TillyTeacher NAHT Edge - give them a look. I lived from another union to them. Great CPD and a ‰Û÷grown up‰Ûª approach‰Û_ https://t.co/54xIUAxXxQ,0,
RT @ChicagoReporter: Report: Existing Chicago Police Department gang arrest cards showed that Black and Latinx people comprise 95% of the 1‰Û_,1,
"Did you know we offer a range of CPD events throughout the year?!Our next upcoming event is 10 May: Introduction‰Û_ https://t.co/vJ96kbLaNi",0,
@chicagotribune @dahleeng Why because Kimm Foxx has sent a message the CPD is on their own and we will NOT enforce‰Û_ https://t.co/QZCw349vdG,1,
A concealed carry license holder and a man recently released from state prison on parole fatally shot each other du‰Û_ https://t.co/6o70WrIYsC,0,
RT @deputygrocott: 1/2 #Edutwitter is THE best free CPD out there! CPD is only good if people are there to listen to it and interact with i‰Û_,0,
River Forest Police Say State‰Ûªs Attorney‰Ûªs Office Too Lenient After Habitual Offender Released On Bond Allegedly Ro‰Û_ https://t.co/yh7NshBeij,0,
"Virtual classrooms: is this the solution to your skills shortage problem? - https://t.co/aSpUroNaQlIn this blog‰Û_ https://t.co/NHa5cijBbe",0,
RT @deonszn: yaw remember my nigga David https://t.co/h0UOsTaAzI,0,
"RT @NewsBreaking: BREAKING: Two Chicago brothers who claim Jussie Smollett paid them to help stage what police deemed a ""hoax"" attack file‰Û_",0,
"RT @SandraTXAS: The Chicago Police Department found more evidence in two weeks #JussieSmollettThan Robert Mueller found in over 2 years..‰Û_",1,
"New post: ""Car2go vehicle theft in Chicago probed by police"" https://t.co/9ERJpngSeR",0,
Body parts discovered in alley behind Chicago Theatre; Police investigating https://t.co/NPvSE3q3yR via @WGNNews,0,
Book your spot for the 10th of May!  Contact Trudie hear4u@amtronix.co.za #cpd #vestibular #audiology https://t.co/TSo7YO33uU,0,
"Man in custody after shots fired at Chicago police squad carhttps://t.co/X2qOS42QUm",1,
RT @CAARPRNow: We‰Ûªre trying to get in touch with anyone who was arrested &amp; harassed by the cops a few nights ago. CPD must be held accounta‰Û_,1,
"About 500 Kids Cause Chaos in Downtown Chicago, Police Say https://t.co/ATLNg5kjM7 via @nbcchicago",1,
"Chicago Police radio feed here, don't know if they're talking about this one or not: https://t.co/EWHZwHnIoP",0,
@ClareAnneMac @Thehappyheadt CPD bookshelf a Brilliant idea!  @Thehappyhead For resilience and #selfgrowth Highly r‰Û_ https://t.co/EsWTybAJuX,0,
"RT @cbschicago: Hundreds Of Teens Run Through Downtown Chicago, Fighting And DisobeyingåÊPolice https://t.co/fFVt00p3aI https://t.co/UnMig6Q‰Û_",1,
RT @SignalsRugby: One of the @R_Signals coaches from @2SignalRegiment improving his knowledge of coaching 7s at today's @armyrugbyunion CPD‰Û_,0,
"RT @themirifique: Outrageous self-indulgent #xehaqus AU : ProhibitionAU. Eraqus the incorruptible cop chasing one of the shiny capo of the‰Û_",0,
@jjessicaegan @EvidenceInEdu @teacherhead @ProfCoe @EnserMark @HuntingEnglish @joeybagstock @ProfKime Thanks‰Û_ https://t.co/N6KSGMx7aA,0,
Twenty-one charged in Car2Go car-sharing fiasco - Twenty-one people face criminal charges related to the apparent h‰Û_ https://t.co/higJ5iT6Uh,0,
"RT @RaferWeigel: ""The Plaintiffs feel unsafe &amp; alienated in their local Chicago community. This is because Mr. Geragos, a very famous attor‰Û_",0,
"RT @RollingStone: Why Ava DuVernay put her producing power behind #TheRedLine, CBS‰Ûª new drama about a police shooting in Chicago https://t.‰Û_",0,
RT @NaveenM14993552: @Inkmonkey3 @classicbuyers @SYR98009620 @Chicago_Police @AuroraPoliceIL @ILStatePolice @policeofficer @CPDpolicefdtn @‰Û_,0,
"RT @ChicagosMayor: Today at the @CPDMemorial Name Unveiling Ceremony, we honored @Chicago_Police members who have fallen in the line of dut‰Û_",1,
RT @deputygrocott: 1/2 #Edutwitter is THE best free CPD out there! CPD is only good if people are there to listen to it and interact with i‰Û_,0,
@DevilPup74 @womensmarchIL @womensmarch @Chicago_Police RETRACTING implicating Jedidiah.  I was wrong.,0,
95/Stony: a white Infiniti took off on CPD. #ChicagoScanner,1,
"RT @Glshoem: BREAKING NEWS!Chicago Police have uncovered a plot by IL. State Attorney Kim Foxx to throw White Wash on accused federal crim‰Û_",1,
"RT @Strickomaster: School improvement in a simple tweet- Sort behaviour - Invest in staff CPD- Build relationships- Sort your curriculu‰Û_",0,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
BREAKING: Covington Police Department detectives spent their Easter morning in Cordele bringing in this murder susp‰Û_ https://t.co/NWDC5rMczr,0,
"RT @ClubDFoundation: STAFF | ‰__•üè_Ù___Ùèè_ÙèÄ‰Ûç‰ªâ•üè Never a dull day!Even though it is the Easter half term, the Foundation coaching staff are still ha‰Û_",0,
@Craigm12 @dajigger @SamTLevin Impersonating a federal agent (which does not require ‰ÛÏwaving fake badges around‰Ûù) i‰Û_ https://t.co/GBWAd6EIqx,0,
"RT @LeftOfBlack: Fearing a Serial Killer Has Been Targeting Black Women in Chicago for 20 Years, Activists Push Police to Start a Probe htt‰Û_",1,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"@EwaSR @bear_foot Constable Benton Fraser, Royal Canadian Mounted Police. I first came to Chicago on the trail of t‰Û_ https://t.co/srKc7LEF2v",0,
RT @nbcchicago: Chicago police issue alert after 69-year-old woman goes missing https://t.co/5h0uru69mP,1,
RT @LEFTY_AMLWCH: Massive game for @atjafc U16s tomorrow as they travel to Lon Isgraig Llangefni &amp; nothing more than a win will stop CPD Ll‰Û_,0,
MIRACLE BABY: Chicago police officers help deliver a baby on Easter Sunday! https://t.co/uOiTCpWYwR,1,
"RT @JamilSmith: I spoke to @ava about putting her executive-producing power behind THE RED LINE, a searing new CBS limited series that exam‰Û_",0,
"@DevilPup74 @womensmarchIL @womensmarch @Chicago_Police Exactly.  And, bused in, I'm sure.  I wonder if and how Jed‰Û_ https://t.co/CxAWNCAVwG",0,
"***DATE FOR YOUR DIARY***CPD WebinarMonday 3rd June at 2pm (BST)Knowledge Translation, Patient Safety, Continu‰Û_ https://t.co/ad1yZo0tan",0,
"RT @CSTbreaking: A ""high risk"" 21-year-old man was reported missing Sunday afternoon from the South Side Bridgeport neighborhood has been f‰Û_",0,
"RT @Strickomaster: School improvement in a simple tweet- Sort behaviour - Invest in staff CPD- Build relationships- Sort your curriculu‰Û_",0,
"RT @cbschicago: Hundreds Of Teens Run Through Downtown Chicago, Fighting And DisobeyingåÊPolice https://t.co/fFVt00p3aI https://t.co/UnMig6Q‰Û_",1,
"From bartlettpd Fun Fact Friday!Did you know the first female police officer in the US was right here in Chicago?‰Û_ https://t.co/ez5jQNr4VF",1,
"RT @SelenaWallis: He doesn‰Ûªt even break stride....walking towards machete wielding lunatic.#Gameover.  https://t.co/2cHIFThFa6",0,
"RT @WLWT: Police: Off-duty CPD officer, son shot while hunting in Clermont County https://t.co/ALZNwhiVqe https://t.co/p0KJULTeaU",1,
"@RIBA Its a shame the CPD roadshow has been relocated to an inferior space near Liverpool Street station, it used t‰Û_ https://t.co/NdaUdtTQst",0,
RT @CPPEEast: Have you started work towards your GPhC revalidation? CPPE has an opportunity for you to undertake one of your planned CPD en‰Û_,0,
RT @NersaBackstrom: Chicago got all this money to police black teenagers but not enough to educate them huh,1,
"RT @tuneintorevcom: Rally and Press Conference April 25: Drop the Charges on Diya ‰ÛÏMaya‰Ûù Cruz@UChicago claims to champion free speech bu‰Û_",0,
@realDailyWire I‰Ûªd suffer night teratogenic if I owned the Chicago police department s much money as he does for lies about a bogus crime.,1,
"RT @Sweetp10000: What if #jussiesmollett was telling the truth the entire time. Have anyone, anyone seen the actual evidence @Chicago_Polic‰Û_",1,
"4 new modules on DoctorCPD. Earn 7.5 #CPD credits with VTE, #Psoriasis, Heart failure, #Antipsychotics. CPD deadlin‰Û_ https://t.co/BAb86zmGuS",0,
"RT @cpdusu: This week's Humans of the CPD spotlight is Sharon Weston. Sharon is the assistant to the director of the CPD. She said, ""I like‰Û_",0,
Missing Crystal Lake Boy: Divers Search Nearby Lake as Cops Remove Brown Bags From 5-Year-Old's Home - NBC Chicago https://t.co/FPkm82bnR0,0,
"RT @nwi_jsp: A Chicago man held a rear-view mirror to his ear as if it were a phone, rammed a squad car and ran over an officer's foot in S‰Û_",0,
"@spikedonline @OfficialCWATSON The US has paid reparations before to Japanese Americans, Tuskegee survivors, Chicag‰Û_ https://t.co/2VBkmwkRju",0,
"RT @darts_ThePoint: We've got a #CPD session for #teachers approaching - on 8 May (4pm - 5:30pm at The Point), musician Jim Lunt will cover‰Û_",0,
RT @NaderDIssa: Chicago police say they arrested 30 people tonight as general mayhem popped off in several areas downtown. More arrests are‰Û_,1,
#Kidztoadultz South is only 4 weeks away! Register online for your tickets - it's FREE! By coming along you can boo‰Û_ https://t.co/BTYzEnmFZI,0,
"RT @pzf: BREAKING NEWS: Car 2 Go app has been hacked in Chicago.About 100 Mercedes cars missing. Many being used to commit crimes.Polic‰Û_",0,
Cohort 3 early bird registration available until 5/31/19! https://t.co/5gGgewQRFv https://t.co/Hd4vFApu89,0,
"RT @JamilSmith: I spoke to @ava about putting her executive-producing power behind THE RED LINE, a searing new CBS limited series that exam‰Û_",0,
"RT @ASTsupportAAli: One area I am super keen to deliver far more in, from September onwards is for Teaching Assistants. I will be offering‰Û_",0,
Need a CPD boost? There are only 2 more days left to register for Spring CPD Days in Saint John! #CPAproud https://t.co/eD7rCxP1nz,0,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
CPD asking for help finding missing teen Fatinah Asad https://t.co/Xf216JxHDN,1,
RT @DentEducationNW: This bespoke course has been compiled with the need of dental professionals in mind and also focuses on medical emerge‰Û_,0,
"This confirms my belief that those mass shootings in Chicago,that happen only on  weekends BTW, are carried out by police https://t.co/E9QzSmOKMH",1,
RT @cbschicago: BREAKING: Cook County State's Attorney Kim Foxx has agreed to recuse herself from anti-police activist Jedediah Brown's cas‰Û_,0,
RT @Suntimes: Police could not say whether the organs are actually human until they are examined by the Cook County medical examiner‰Ûªs offi‰Û_,1,
"RT @ABC7Chicago: Chicago police arrest more than a dozen young people downtown Sunday, after officers say large groups of teens started cau‰Û_",1,
"RT @womensmarch: We‰Ûªre incredibly proud of our network leaders, who, led by Chicago-based Women‰Ûªs March organizers, put their bodies betwee‰Û_",0,
"Human remains found on March 28 near Coeur d‰ÛªAlene appear to be ‰ÛÏhistorical‰Ûù.According to KXLY News, the Coeur d‰Ûª‰Û_ https://t.co/bAaTzzj6UM",0,
"@jonadevitt I was very annoyed at the result like anyone else, especially with the amount of people that went there‰Û_ https://t.co/kB7ltIEdHe",0,
"RT @themirifique: Outrageous self-indulgent #xehaqus AU : ProhibitionAU. Eraqus the incorruptible cop chasing one of the shiny capo of the‰Û_",0,
"RT @ColorOfChange: Police are trying to force Kim Foxx, Chicago's first Black Woman State's Attorney, to resign b/c of her commitment to de‰Û_",1,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @matthewjdowd: Any objective read of the mueller report portrays a president who systematically lied, misled, is ethically and morally c‰Û_",0,
"About 500 Kids Cause Chaos in Downtown Chicago, Police Say https://t.co/nac5Bo1U2c",1,
RT @CIPR_NorthEast: Investing in #CPD is key to our professionalism as #CIPR members. So everyone becoming a #ChartPR in Newcastle on Fri 1‰Û_,0,
@cc_colton_novel @petridishes I don't think that many public policy makers and lawmakers quite realize what a backl‰Û_ https://t.co/BhDJt7yziQ,0,
"RT @CamClassics: A-Level Classical Civilization CPD Inset DayWith generous financial support provided by the Classical Association, the F‰Û_",0,
"RT @ekingc: More Important things in the Atlantic this week, such as this much-needed take on the media, politics, and gayness from the Chi‰Û_",0,
@AriaRixton // we can continue but I feel you on that lol I need to get back into it as well,0,
RT @MineEYMind: First I was excited at attending - now I've been invited to speak at this event on 2nd May at @_CREC ! I'm really looking f‰Û_,0,
@CPD_Decsam @cpfcaIfie I can and will block you,0,
@larryelder Friends in Chicago (Including CPD) tell me this happens way more than ever reported.  Chicago is lost.,1,
"RT @HMConnect: It's almost #EasterWeekend and we're all very eggs-cited about it _Ùê£! Today we are in #Greenock for our most recent ""3 Ages o‰Û_",0,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @ZaidJilani: A 21-year-old girl made a false police report and is facing $2,800 restitution. She's in Chicago. The jurisdiction in this‰Û_",0,
RT @policeofficer: DC Police Department Buys Mom Groceries After ‰Û÷Operation Pay It Forward‰Ûª Challenge From Chicago Police #HiTechCJ https:/‰Û_,0,
@DiamondandSilk The day after she let Jesse off she made the great police officers of Chicago look like a bunch of‰Û_ https://t.co/IlcQ9RakGF,1,
@unseen1_unseen Take a listen to the Chicago police live scanner feed if you want to hear the outcome of sanctuary‰Û_ https://t.co/ECDBDESInp,1,
'A Grave Threat to Public Safety': John Legend Calls Out Chicago Police Union in Op-Ed https://t.co/tNH0vGazkg via @TheRoot,1,
"Baltimore Police ...other than Chicago, San Francisco, Philadelphia, Los Angeles  and  NewYork  one of the most cor‰Û_ https://t.co/hkCsaNiMy0",0,
"RT @NewsBreaking: BREAKING: Two Chicago brothers who claim Jussie Smollett paid them to help stage what police deemed a ""hoax"" attack file‰Û_",0,
"RT @QtheGovernor: Chicago's Top Cop Tells the Truth, Admits Officers 'Look the Other Way' When Fellow Cops Break Laws https://t.co/cbuizdpP‰Û_",1,
Learn to analyse radiographic images of the appendicular skeleton - short course endorsed by College of Radiographe‰Û_ https://t.co/3loA5hlzdB,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?http‰Û_",1,
The same way CPD can cite the many f*cked up scenarios they encounter with kids in the city.,1,
"RT @soundandmusic: Applications are open now for the 2019/20 cycle of our #ListenImagineCompose Masters course, delivered in partnership wi‰Û_",0,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"@LionelMedia 200 police arrested only 26 (about 5% of the culprits) and they‰Ûªve already been released.Chicago: ‰ÛÏBoy, We showed them.‰Ûù",1,
"RT @cbschicago: Hundreds Of Teens Run Through Downtown Chicago, Fighting And DisobeyingåÊPolice https://t.co/fFVt00p3aI https://t.co/UnMig6Q‰Û_",1,
"RT @static4tw: @joshdcaplan @thecjpearson Pete‰Ûªs record as mayor-*Higher murder rate than Chicago *27% increase rapes 563 last year*USA‰Û_",0,
The @Chicago_Police use biking on sidewalks as a way to #stopandfrisk in minority cyclists. Isn't it entrapment whe‰Û_ https://t.co/OB7lTuvLVw,1,
@DannyMac670 Ive debated whether Pescis Chicago accent is worse than Sean Connery‰Ûªs southside Irish cop. Both bette‰Û_ https://t.co/dJ6PsFe9DT,0,
RT @Leargas_etwinn: LIMITED SPACES! Our #eTwinning CPD Summer Course in @WexfordEdCentre is filling up! Join us on 1st - 5th July as we sho‰Û_,0,
"RT @AliceBazerghi: Police say an unruly customer at a restaurant in Ohio pulled an iguana from under his shirt, swung it around and threw i‰Û_",0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?http‰Û_",1,
"‰ùÑ•üè VOLUNTEERS WANTED ‰ùÑ•üèWe need volunteers to commit 3-5 hours a week reviewing media coverage about the Chicago P‰Û_ https://t.co/7PXdDSYtix",1,
RT @SASPsomerset: Are you a teacher or coach looking for #CPD courses? We have a variety coming up over the next couple months. Check out o‰Û_,0,
Young teens its ok to do what @JussieSmollett did. He is innocent until proven guilty. Tho what the Chicago Police‰Û_ https://t.co/D6PplqwgSf,1,
!!VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. CHI‰Û_ https://t.co/Vo8JaR8gov,0,
RT @ChicagoCAPS14: Happening now! Thank you to @wnbachicagosky for teaming with @Chicago_Police to host our Youth Explorers Mentorship Day.‰Û_,1,
RT @cbschicago: A group Chicago police officers is asking for Cook County State‰Ûªs Attorney Kim Foxx to be removed from the prosecution of a‰Û_,1,
@bluelivesmtr This woman is going to be the downfall of Chicago Police Department,1,
RT @HeerJeet: This is a fair reading of Mueller on obstruction. Which means the imperative of congressional oversight is all the more urgen‰Û_,0,
"@CPD_Decsam I‰Ûªm literally the same, had my jacket on at Halifax yesterday when everyone was in t-shirts, lmao",0,
"RT @CWBChicago: State's attorney Kim Foxx dumps thousands of pages of Jussie Smollett documents. Top aide calls CPD detectives ""the worst""‰Û_",1,
RT @Blavity: The musician isn't here for the slander against Cook County State Attorney Kim Foxx following her decision to drop all charges‰Û_,0,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @SolihullNasuwt: Jane Setchfield from Executive says the real problem is education underfunding against backdrop of redundancies, lack o‰Û_",0,
"That man, Mr. A. was a good guy. Other than his tat, I never questioned his ability to fairly secure our school. It‰Û_ https://t.co/OnHph8PJKm",0,
"RT @cbschicago: Hundreds Of Teens Run Through Downtown Chicago, Fighting And DisobeyingåÊPolice https://t.co/fFVt00p3aI https://t.co/UnMig6Q‰Û_",1,
"@chicagotribune @dahleeng THIS is what happens when you refuse too stand behind our Police!!! Kimm Foxx has sent‰Û_ https://t.co/CiaDwr4yc6",1,
A big thank you to Goddard Littlefair for inviting Brandon for a CPD! We hope all those who attended found a produc‰Û_ https://t.co/GZDgRrRTYK,0,
"RT @GuardianEduCent: Calling all English &amp; Media Studies teachers: Book a place on our Doing News CPD with @EngMediaCentre on 27 June - ga‰Û_",0,
"RT @TrainToSafety: 4 weeks to gohttps://t.co/t3O47oAtKB#Seminar #Exhibition #Newark #Ollerton #Spring #May #Safety #Event #CPD https://t.‰Û_",0,
"RT @JamilSmith: I spoke to @ava about putting her executive-producing power behind THE RED LINE, a searing new CBS limited series that exam‰Û_",0,
Last Night Hundreds Of Teens Ran Through Downtown Chicago Fighting Police https://t.co/uWRoDQqUxC,1,
"@jusmeandmyz @fox32news It‰Ûªs all a game. People live in a very strict gun controlled state, run around shooting eac‰Û_ https://t.co/CdC97D23ZC",0,
Had a training session on using #SchooliP today - really looking forward to using this! Think it will be a handy to‰Û_ https://t.co/opAJxg4oQL,0,
RT @danfascia: Here is my slide set from my talk at @EnglandRugby Wellington CPD on imaging of the developing rugby shoulder. @LinearProbe‰Û_,0,
We welcome Sonia from @thorluxlighting to this evenings AGM &amp; Building case study - Ingenuity House CPD seminar by‰Û_ https://t.co/gEa7vzah5e,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?http‰Û_",1,
RT @springfield_tsa: Our new Summer 2019 CPD booklet has just been released! We have new courses from Jane Considine - Hooked on Books and‰Û_,0,
RT @Well_Regulated_: Members of our well regulated militia fire their handgun while cleaning it in their apartment. They fire through a wal‰Û_,0,
"RT @sunita_rajiv: Learning through churning!Our Principal @ashokkp created a session that had all leading thinkers of AIS find solutions 2‰Û_",0,
@TheHeadsOffice @michaelpain Late to table. Agree Julia. Many converters did not have enough experience to establis‰Û_ https://t.co/qh2b2JHJFL,0,
"RT @womensmarchIL: In Chicago, Sat. night, @WomensMarch leaders from across the country formed a line to separate a large group of black te‰Û_",0,
"RT @TSCSouthWest: Just a reminder to NLEs to complete their Bio's on the CPD Portal.  Details on how to do this can be found here, just fil‰Û_",0,
@THR Let the Chicago Police Department show all the evidence they've collected put all their ducks in a row and the‰Û_ https://t.co/Lxz0SwO3vd,1,
"RT @MabsHussainMBE: Duty Gold for next 7 days.Starting with a multi-agency exercise with partners on dealing with a major incident.Import‰Û_",0,
"Chicago's Top Cop Tells the Truth, Admits Officers 'Look the Other Way' When Fellow Cops Break Laws https://t.co/dkE23XS3Eh",1,
@Chicago_Police   Guess we can‰Ûªt expect anyone to obey bike lanes on the south side if the CPD doesn‰Ûªt.  Not one bu‰Û_ https://t.co/F7nL9AY6XG,1,
"RT @Strickomaster: School improvement in a simple tweet- Sort behaviour - Invest in staff CPD- Build relationships- Sort your curriculu‰Û_",0,
"Still &amp; Box Alarm fire 4850 N Keystone, a couple ppl trapped in the basement, CPD got 1 out#Chicago #ChicagoScanner",0,
@mickcooper77 @aclientfirst @famm321 @Stephen_Ong1 @CounsellorDrisc @PeteSanders51 @dmurphypsy @AndyCounsellor‰Û_ https://t.co/SUsJF31xEP,0,
"RT @larryelder: ""Hundreds Of Teens Run Through Downtown Chicago, Fighting And Disobeying Police""Dear #BlacksLivesMatter,Thoughts?http‰Û_",1,
"RT @KingTrillaX: Welcome to Chicago where if we don‰Ûªt kill each other, the police gone happily do it. https://t.co/CbaEpV81zx",1,
"RT @TamarFaculty: We are looking forward to our Torquay CPD meeting tomorrow night @MtStuartHosp on #Autism in children for GP, there are s‰Û_",0,
RT @jason_koebler: NEW: Car2Go confirms to us that 100 cars mysteriously went missing in Chicago; Chicago police say many have been found b‰Û_,0,
New Graduate Vet - SA/exotics/farm/zoo - Kent.  1:5 rota and accommodation provided.  Active CPD and encouragement‰Û_ https://t.co/HUpdIHuEUG,0,
RT @Nunziata: Less than a 50% voter turnout will not give #convocation a legitimate mandate to regulate. Lawyers that vote should be given‰Û_,0,
RT @NCETM: Teachers in secondary school maths departments! Funded CPD to start introducing teaching for mastery. Places available with ever‰Û_,0,
@NJfreethinker @NarcisussSword @NBCNews A lie according to who? Unlike you I don't trust the police. Especially Chi‰Û_ https://t.co/8bAJg50D80,0,
"CPD: Banks, #CapitalMarket bleed from lack of #GoodGovernance https://t.co/M4jrM4b9rs",0,
"CBS ChicagoBREAKING: Cook County State's Attorney Kim Foxx has agreed to recuse herself from anti-police activist‰Û_ https://t.co/WMsqCHoqfb",0,
@CPD_132 Here‰Ûªs to hoping you are wrong haha https://t.co/uwluJyJupB,0,
"RT @JamilSmith: I spoke to @ava about putting her executive-producing power behind THE RED LINE, a searing new CBS limited series that exam‰Û_",0,
RT @TalbertSwan: .@Chicago_Police Superintendent Eddie Johnson had no comment on his officers physically assaulting a 16-year-old girl and‰Û_,1,
"RT @shestokas: #KimFoxx Colluding with Defendant in Criminal Case Is a 'Punch and a Kick' to His Police Victims, Officers Say https://t.co/‰Û_",1,
#BCBUILDERS need a 21 CPD Course this summer?  We just added a 10 Foot wall course for August https://t.co/VDlB36IxxE,0,
@ChicagoCAPS15 @GoneAgainTravel @nbcchicago @CCofChicago @ChicagosFines19 @buildchicago @ChicagoCAPSHQ @ABC7Chicago‰Û_ https://t.co/zYE3x0aFiq,0,
RT @ClayTravis: Can you imagine the reaction if one of Donald Trump‰Ûªs sons made up a fake Chicago hate crime ‰ÛÓ blaming black Obama supporte‰Û_,1,
"RT @AndrewSayerBCU: Doing research into communication, CPD, training, organisational structures etc in the health and social care sector (a‰Û_",0,
"RT @LtGovMickey: STILL MISSING...Kierra Coles, 26, three months pregnant at the time of her disappearance on 10.02.2018. Kierra is a US Po‰Û_",0,
Are you a teacher or coach looking for #CPD courses? We have a variety coming up over the next couple months. Check‰Û_ https://t.co/ZMXIYGTwHu,0,
"RT @seanhannity: WATCH: ‰ÛÏChicago police were dealing with hundreds of teens running through downtown Chicago Wednesday night, yelling, stop‰Û_",1,
RT @BrettSBader: Pleasure supporting CS Judo coaches completing @_UKCoaching SPC workshop &amp; First Aid trg as part of @BritishJudo Coaching‰Û_,0,
"RT @LorenceHud: This world DESPERATELY needs more honest men like Chicago Police Superintendent Eddie Johnson!Please listen to Superinten‰Û_",1,
