HITId,Input.text,Answer.sentiment.label
3KQC8JMJGCT2YPOM7I4WP990F5BH39,@CWBChicago @Chicago_Police So he should be released soon IÃ¢â‚¬â„¢m thinking,About the police - Neutral
3KTCJ4SCVG2SG0BIBB6QTL2ZY7V1M9,"RT @LtGovMickey: Chicago police STILL searching for teen who's been missing for OVER a month. Jaque Purnell, 17, was last seen at his homeÃ¢â‚¬_",About the police - Negative
3KTCJ4SCVG2SG0BIBB6QTL2ZY7VM1U,Chicago Police Review Unsolved Deaths of 55 Women for Possibility of a Serial Killer https://t.co/dwWeinKGdg,About the police - Neutral
3KTCJ4SCVG2SG0BIBB6QTL2ZY7W1MA,"Nani the fuck? Mother, daughter strangled pregnant teen with cable, cut infant from her womb: police https://t.co/kwljiDmyKO via @SunTimes",About the police - Neutral
3KTZHH2ONIGAR0V3AWF58VP7CD1M8E,@Chicago_Police Okay but pls do NOT incorporate todays Unconstitutional-Nonconsensual community-based #FBI COINTELPÃ¢â‚¬_ https://t.co/CfCUKjW3Hx,About the police - Negative
3KVQ0UJWPXMN9U6FG0EP59H78PEW5D,It's pretty rich to be lectured about responsibility and holding bad actors accountable from the guy who did everytÃ¢â‚¬_ https://t.co/ilthbuuW07,Not about the police
3KWGG5KP6J3C33LGR8VAAHLQ24MMCK,Jemel Roberson Shooting: Medical Examiner Says Slain GuardÃ¢â‚¬â„¢s Clothes From Fatal Police Shooting WerenÃ¢â‚¬â„¢t Labeled Ã¢â‚¬ËœSeÃ¢â‚¬_ https://t.co/OeFSzGKxi1,About the police - Neutral
3KWGG5KP6J3C33LGR8VAAHLQ24NCMB,Chicago Police Search for Suspect Caught on Camera Attempting to Burn Synagogue https://t.co/FL5byBmmK7 viaÃ¢â‚¬_ https://t.co/Y3AofVaQ9p,About the police - Neutral
3L1EFR8WWT64ZVMWT1H6D109ZI79FJ,BUS HIT BY GUNSHOTS: Police say stray gunfire struck a suburban school bus after it dropped students at the MuseumÃ¢â‚¬_ https://t.co/JBNyJGpIiD,Not about the police
3L1EFR8WWT64ZVMWT1H6D109ZI7F9P,RACIST FBI IS RELYING ON CORRUPT CHICAGO/EVERGREEN PK POLICE &amp; GANGS &amp; LOW LIFE FILTH INDIVIDUALS USING COVERT POISÃ¢â‚¬_ https://t.co/dRjpVOkp9v,About the police - Negative
3L1EFR8WWT64ZVMWT1H6D109ZI89FK,Chicago police take fresh look at unsolved slayings of 55 women &amp;#8212; and the possibility of a serial killer https://t.co/iGShMhRcaw,About the police - Neutral
3L21G7IH47XSAH0WUEU1NGP67H91YZ,RT @Eamonn5605: @CWBChicago @Chicago_Police Wait wait wait...did he blame a white person? ThatÃ¢â‚¬â„¢s key in Chicago,About the police - Negative
3L21G7IH47XSAH0WUEU1NGP67H9Y1W,Incoming Chicago mayor has path to historic police reforms https://t.co/al8MVJYirt,About the police - Positive
3L21G7IH47XSAH0WUEU1NGP67HA1Y0,@KatieKimNBC @Chicago_Police @nbcchicago That is great Katie,About the police - Positive
3L2OEKSTW9BALHKHTZ3G2QCELNFY8G,RT @abc3340: Incoming Chicago mayor has path to historic police reforms https://t.co/aZg5XUWQHd,About the police - Neutral
3L2OEKSTW9BALHKHTZ3G2QCELNG8YR,These outta shape midget ass mfkas donÃ¢â‚¬â„¢t look shit like the cops I see in the streets of Chicago _Å¸â€˜Â®_Å¸Ã¨Â»Ã¢â‚¬Ã§Ã¢â„¢â‚¬Ã¯Â¸Ã¨_Å¸â€˜Â®_Å¸Ã¨Â»Ã¢â‚¬Ã§Ã¢â„¢â€_Ã¯Â¸Ã¨ They lÃ¢â‚¬_ https://t.co/wOYANBCW29,About the police - Negative
3L4YG5VW9NTJ41LHEBRIBXGEEQ6DDT,Several incoming aldermen say they'll back stalled Chicago police civilian oversight plan https://t.co/JTs9k5Xo08,About the police - Negative
3L55D8AUFAYCXKAUABJL4C8XBE0CY0,RT @CWBChicago: BREAKING NOW: @Chicago_Police confirm Alderman Proco Joe Moreno is in custody on an arrest warrant for filing a false policÃ¢â‚¬_,About the police - Negative
3L55D8AUFAYCXKAUABJL4C8XBE0YCM,"Come check out our game against our first responder Brothers, the @cfdblaze, May 31st at St. Rita. See you favoriteÃ¢â‚¬_ https://t.co/fPMjFfXgXW",About the police - Positive
3L60IFZKF3JHSXVLM3TYT3AAYASHHF,HORRIFYING: A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes waÃ¢â‚¬_ https://t.co/UxgheRBp5o,About the police - Neutral
3L60IFZKF3JHSXVLM3TYT3AAYATHHG,"Michael Kasper, the 46-year-old CEO of DuPage Medical Group, died by suicide May 4 in his Elmhurst home, a report iÃ¢â‚¬_ https://t.co/uqPKSJmhIw",Not about the police
3L7SUC0TTUVS9BQ0FS2QFGJPTFQ0M6,@fatalencounters RT @the_decedents: Name: Joshua D. Jones Ã¢â‚¬Â¢ City: Chicago Ã¢â‚¬Â¢ Date: 01/20/17 Ã¢â‚¬Â¢ Cause of Death: GunshoÃ¢â‚¬_ https://t.co/44Ij3MrfHj,Not about the police
3L84EBDQ373ZWDX1Y9ZSJN6UI81KKR,"RT @keithboykin: Judge Domenica Stephenson acquitted three officers in the Laquan McDonald case. They elected not to have a jury trial, pÃ¢â‚¬_",About the police - Negative
3LAZVA75NISN5OEQ7VLHQ819LDO2O6,@YouTube @Chicago_Police @VNilesIL @Chicago_Police I and Honest Abe are Duckie from Land before time. @FLOTUS (linkÃ¢â‚¬_ https://t.co/bBxNDNbIIc,About the police - Neutral
3LAZVA75NISN5OEQ7VLHQ819LDP2O7,"@healthyfamily10 @ATX_PATRIOT It will take a while to turn around places like Chicago and Baltimore, but the policeÃ¢â‚¬_ https://t.co/WsSP0ATDVY",About the police - Neutral
3LB1BGHFL2XTJ1C5WXEBTM81Z00TY0,This has to be one of the wildest stories I've read in a while. This 19-year-old woman in Chicago was strangled toÃ¢â‚¬_ https://t.co/N42qvpZMUr,About the police - Negative
3LB1BGHFL2XTJ1C5WXEBTM81Z00YT5,Chicago city leader arrested for allegedly filing false police report #NotSmollett https://t.co/acTou0rDMy,About the police - Negative
3LB1BGHFL2XTJ1C5WXEBTM81Z0ZTYZ,"Police have located the remains of a missing 19-year-old pregnant Chicago woman.Ã‚ According to FOX 32, she went misÃ¢â‚¬_ https://t.co/5XHi4T5j3l",About the police - Neutral
3LCXHSGDLT7UYWIZ7WXRCEKZF5HESH,@TIA_EWING @Chicago_Police @fox32news Wow so according to this. She was kidnapped by someone who offered to give heÃ¢â‚¬_ https://t.co/ztpc97Eekk,About the police - Neutral
3LCXHSGDLT7UYWIZ7WXRCEKZF5HSEV,"Baby ChaseÃ¢â‚¬â„¢s Mother Thrilled At His Recovery From Shooting, Frustrated With Police Investigation; Ã¢â‚¬ËœEveryoneÃ¢â‚¬â„¢s LookiÃ¢â‚¬_ https://t.co/3NmDuw4hNu",About the police - Negative
3LCXHSGDLT7UYWIZ7WXRCEKZF5IESI,Man tried to lure girl into car in Englewood: police - Chicago Sun-Times https://t.co/8LNh3gLGUk,About the police - Positive
3LEG2HW4UFOTZB1X8S2R3ESVTCX2FK,"Pregnant woman slain, baby cut from womb, Chicago policeÃ‚ say https://t.co/3HfuY4KxuV https://t.co/oHinEr8dpU",About the police - Negative
3LEG2HW4UFOTZB1X8S2R3ESVTCXF2X,A man was shot by Chicago police officers after a barricade situation that prompted a SWAT response Wednesday nearÃ¢â‚¬_ https://t.co/DMokpl4X0t,About the police - Negative
3LEG2HW4UFOTZB1X8S2R3ESVTCY2FL,RT @ChicagoCAPS12: Congratulations to our @Chicago_Police Honor Guard on winning the Chief Judges Award at the Steve Young National Honor GÃ¢â‚¬_,About the police - Positive
3LEG2HW4UFOTZB1X8S2R3ESVTCYF2Y,@YehudaJFriedman @OUSynagogues @FBI Chicago police's arson unit investigating 3 Molotov cocktails found outside LakÃ¢â‚¬_ https://t.co/WGslHSVDgT,Not about the police
3LG268AV387IXHIMS7XMM4F3T3YERT,"RT @GeorgetownCPT: In the other, ""America Under Watch,"" we show how police departments in Chicago and Detroit have been developing real-timÃ¢â‚¬_",About the police - Neutral
3LG268AV387IXHIMS7XMM4F3T3YRE6,RT @RosePortaller: Anti-semitic violence is on the rise and it has to be struck down. https://t.co/kPr73gBxtV,Not about the police
3LG268AV387IXHIMS7XMM4F3T3ZERU,@ChicagoCAPS14 @CPDETD @Chicago_Police I'll try and stay outta trouble..._Å¸â€™â„¢_Å¸Ëœ_,About the police - Neutral
3LN3BXKGC0WLPRVZXWXG968WYYRWGU,@CWBChicago @Chicago_Police Soon to be released,About the police - Positive
3LN3BXKGC0WLPRVZXWXG968WYYSGWF,This is what happens we a cop is elected mayor---&gt;Chicago police beefing up patrols of CTA train and bus lines forÃ¢â‚¬_ https://t.co/V7jX1g5FuS,About the police - Neutral
3LN3BXKGC0WLPRVZXWXG968WYYSWGV,RT @JeremyGorner: Chicago police's arson unit investigating 3 Molotov cocktails found outside Lakeview East synagogue https://t.co/zNDSxVTIÃ¢â‚¬_,About the police - Neutral
3LN50BUKPVCBRACZW1G1U4581IBLPV,"Mother, daughter strangled pregnant teen with cable, cut infant from her womb: police https://t.co/aufIJBfc13 via @SunTimes",Not about the police
3LN50BUKPVCBRACZW1G1U4581IBPLZ,"RT @NYPDChiefPatrol: Great weather, great football! @NYPDnews @NYPDChiefofDept @FinestFootball @Chicago_Police @NYPDSport https://t.co/iypIÃ¢â‚¬_",Not about the police
3LN50BUKPVCBRACZW1G1U4581ICPL0,"RT @BenBradleyTV: BREAKING: 3 people charged in the death of Marlen Ochoa, whose baby was cut from her womb. We'll carry a @Chicago_PoliceÃ¢â‚¬_",About the police - Neutral
3LOJFQ4BOXGRI7RR6SD5FAB4YZ3DK6,"@ChicagoCAPS14 @RaferWeigel @Chicago_Police No mention of Jason Van Dyke, please.",About the police - Negative
3LOJFQ4BOXGRI7RR6SD5FAB4YZ3KDD,RT @TIA_EWING: @HelloImJai This is an image of @Chicago_Police taking a slew of people into custody for questioning surrounding the disappeÃ¢â‚¬_,About the police - Neutral
3LOJFQ4BOXGRI7RR6SD5FAB4YZ4KDE,this is wild. imagine if we invested in mental health first respondersÃ¢â‚¬â€ùand schools &amp; healthcare &amp; good jobsÃ¢â‚¬â€ùinsteadÃ¢â‚¬_ https://t.co/fve0FWCAKr,Not about the police
3LVTFB9DE5JG5UZDLNYAHHQAAXBGQB,"Molotov Cocktails Thrown At Chicago Synagogue, Police Say https://t.co/tLRSqN98hP",About the police - Neutral
3LVTFB9DE5JG5UZDLNYAHHQAAXBQGL,"Chicago police, at it again. https://t.co/zVFfgRSftD",About the police - Negative
3LXX8KJXPWAY58ZPS40W0V9NRJY9O5,"Chicago hospital didn't alert police to early clues in womb-cutting case, officials say _Å¸ËœÂ¢_Å¸â„¢Ã¨_Å¸Ã¨Â» #therearenowords https://t.co/tjBKF2dACp",About the police - Neutral
3LXX8KJXPWAY58ZPS40W0V9NRJYO9K,"RT @Ashlee_Rezin: Mother, daughter strangled pregnant teen with cable, cut infant from her womb: police https://t.co/h6Gm9rhHII",Not about the police
3LXX8KJXPWAY58ZPS40W0V9NRJZ9O6,RT @JerryHervey: _Å¸â„¢Ã¨ Police: Pregnant woman's baby cut from womb after her murder - WOWK https://t.co/AObyHtCrcj,About the police - Neutral
3M0556243SLPOXQQUB0BV2VT47OFNO,"Woman sexually assaulted in Lake View, again on DePaul campus: police https://t.co/uyP4sXW3Tw",Not about the police
3M0556243SLPOXQQUB0BV2VT47ONFW,"Former Chicago police commander pleads guilty of stealing $ 363,000 from socialÃ‚ security https://t.co/7IzJEfHYtl https://t.co/qi690kvB42",About the police - Negative
3M47JKRKCX282XABNG8OJZSLMDM86Q,"It also makes me wonder about the fate of Kierra Coles, the pregnant Black postal worker that disappeared last OctoÃ¢â‚¬_ https://t.co/RmN1B2yhZB",Not about the police
3M47JKRKCX282XABNG8OJZSLMDN68P,Chicago ramps up security after arson attempt and vandalism at synagogues - ABC News - https://t.co/ECJBmvFg8N via @ABC,About the police - Neutral
3M4KL7H8KVOQRXQQOVZ94P5D87H160,Police say a woman on Facebook allegedly lured the pregnant victim to her home by offering a stroller and baby clotÃ¢â‚¬_ https://t.co/xqCKPGQHTr,About the police - Neutral
3M4KL7H8KVOQRXQQOVZ94P5D87H615,RT @ABC7Chicago: Police released a surveillance image of a vehicle that struck and killed a pedestrian last week near Chicago State UniversÃ¢â‚¬_,About the police - Negative
3M67TQBQQHP9345OILVEZ0PI22UA97,"Armored Truck, Cops With Rifles Crowd Chicago Heights Street https://t.co/d5Zeybtzt8",About the police - Neutral
3M67TQBQQHP9345OILVEZ0PI22V9A7,@KatieKimNBC @Chicago_Police @nbcchicago @realDonaldTrump letÃ¢â‚¬â„¢s make America great again ya?,About the police - Positive
3M67TQBQQHP9345OILVEZ0PI22VA98,"@ceoaetnews @NMC21887 @Chicago_Police true, but i mean thats alot of city resources for a total $25 loss.",Not about the police
3M7OI89LVYPAE00O4SOTLLO4C47C60,"RT @Konkolskorner: Read the redacted police report filed by @MancowMuller that claims Harvest Bible Chapel pastor twice asked him about a ""Ã¢â‚¬_",About the police - Positive
3M7OI89LVYPAE00O4SOTLLO4C486CV,Chicago Alderman Arrested for Potentially Filing a False Police Report - https://t.co/KD3WeszCJF,Not about the police
3M7OI89LVYPAE00O4SOTLLO4C48C61,Angela Merkel is Hitler's granddaughter possibly not just daughter he thinks his wife is able to control his AngelaÃ¢â‚¬_ https://t.co/csKSpbBodz,Not about the police
3M93N4X8HKO29C4RLX8I9UXRKDDJS7,Chicago police say newborn cut from the womb of his mother after she was strangled three weeks ago is hospitalizedÃ¢â‚¬_ https://t.co/byB3EMRaCO,About the police - Neutral
3M93N4X8HKO29C4RLX8I9UXRKDDSJG,"RT @AGentleThunder: Really, these jerks want to burn people in synogogues? Our sympathy to worshippers in Chicago who have to think twice aÃ¢â‚¬_",Not about the police
3M93N4X8HKO29C4RLX8I9UXRKDEJS8,RT @peteypete05: No Justice: How The Chicago Police Department Has Failed To Solve Thousands Of Rape Cases In Last Decade! - https://t.co/CÃ¢â‚¬_,About the police - Negative
3MA5N0ATTCCQRDRINNIV7Y0P5F8WKX,WATCH LIVE: Chicago police announce charges against 3 people in the murder of pregnant teenager Marlen Ochoa. The bÃ¢â‚¬_ https://t.co/YeEiuveLWG,About the police - Neutral
3MA5N0ATTCCQRDRINNIV7Y0P5F9WKY,"#BREAKING: SWAT responding to possible barricade situation near the University of Chicago, police sayÃ¢â‚¬_ https://t.co/aQs3QwgYeE",About the police - Neutral
3MD8CKRQZZOQ8X4E688DJKSVYBURJR,#Breaking: Chicago police says the found a 19-year-old pregnant woman dead and had her baby cut from out from her wÃ¢â‚¬_ https://t.co/9Tl8cNgCon,About the police - Neutral
3MD8CKRQZZOQ8X4E688DJKSVYBVJRK,Incoming Chicago mayor has path to historic police reforms https://t.co/fObEhgkksH,About the police - Negative
3MDKGGG61QOR0H2ZQEJJAVO80Q7T60,@maryv184 @fox32news @ElizabethFox32 @Chicago_Police IÃ¢â‚¬â„¢m here legally I would too why wouldnÃ¢â‚¬â„¢t I ?,About the police - Neutral
3MDKGGG61QOR0H2ZQEJJAVO80Q86TE,RT @JJJackie45: R.I.P #MarlenOchoa IÃ¢â‚¬â„¢m so sorry this happened to you _Å¸Ëœâ€ù Praying for her baby boy Yavani. No one should have to beg @ChicagoÃ¢â‚¬_,Not about the police
3MDWE879UH3EMEAGOZVAUB9OKKG9B2,Marlen Ochoa-Lopez murder: Chicago police make three arrests - BBC News https://t.co/V9vZjeWgFV,About the police - Neutral
3MDWE879UH3EMEAGOZVAUB9OKKGB94,BBC News - Marlen Ochoa-Lopez murder: Chicago police make three arrests https://t.co/JxetCWHyah,About the police - Neutral
3MG8450X2OBEA0ZT5F82LR1RE94PUT,He had been collecting SS Checks for 25 years after his motherÃ¢â‚¬â„¢s death. Over $330k. #Chicago Ex-Chicago Police comÃ¢â‚¬_ https://t.co/LCBLvcVFcS,About the police - Negative
3MG8450X2OBEA0ZT5F82LR1RE94UPY,"As police departments across the U.S. weigh the use of facial recognition software, several communities are raisingÃ¢â‚¬_ https://t.co/x7ZmSrnuwE",About the police - Neutral
3MGHRFQY2LQS3SFEYVQ19B6W2P3Y0T,As the beautiful Sun goes down in the Beautiful West End of @SierraVistaAZ @carolynumphrey @CochiseCountyÃ¢â‚¬_ https://t.co/mtCsLP71ZF,About the police - Negative
3MIVREZQVHZL7GVWBEJPF9I3HESKQI,"RT @SAssadNews: Ã¢â‚¬Å“ItÃ¢â‚¬â„¢s really sad that the one person..weÃ¢â‚¬â„¢re supposed to go to for help, our cries are unheard."" 4 women talked to us aboutÃ¢â‚¬_",About the police - Negative
3MIVREZQVHZL7GVWBEJPF9I3HESQKO,Police seek Chicago synagogue arsonist caught on camera https://t.co/AAcUM7cR7F,About the police - Neutral
3MJ9GGZYO37Y3KKPXCGZPDH4WWK2A7,"""Chicago Police Cmdr. Kenneth Johnson pleads guilty to Social Security theft"" https://t.co/NmPMdVTvWJ",About the police - Negative
3MJ9GGZYO37Y3KKPXCGZPDH4WWL2A8,"Updated: 3 charged after missing pregnant woman strangled, the baby was taken from the womb: police. CHICAGO Ã¢â‚¬â€ù ThÃ¢â‚¬_ https://t.co/slr4k8ojfT",Not about the police
3MJ9GGZYO37Y3KKPXCGZPDH4WWLA2G,RT @NicOseiNews: A horrific story out of Chicago...a missing pregnant woman has been found dead weeks after she went to meet a woman she meÃ¢â‚¬_,Not about the police
3MNJFORX8B5LY8KKQB4P1LV7DMO5FO,@NancyLoo @Chicago_Police @WGNNews Praying so hard for this precious baby,About the police - Neutral
3MNJFORX8B5LY8KKQB4P1LV7DMOF5Y,RT @realDonaldTrump: Chicago Police have every right to legally protest against the mayor and an administration that just wonÃ¢â‚¬â„¢t let them doÃ¢â‚¬_,About the police - Positive
3MNJFORX8B5LY8KKQB4P1LV7DMPF5Z,"Pregnant 19-year-old's baby cut from her womb after murder, police say https://t.co/tQlhRjkewe",About the police - Neutral
3MQKOF1EE2PID7L8V6W83L5ZL6BWDK,"Outgoing Ald. Proco Ã¢â‚¬Å“JoeÃ¢â‚¬Ã_ Moreno was taken into police custody this evening on an arrest warrant, according to ChicÃ¢â‚¬_ https://t.co/4iVTY8BdB4",About the police - Positive
3MQKOF1EE2PID7L8V6W83L5ZL6CDW2,No Justice: How The Chicago Police Department Has Failed To Solve Thousands Of Rape Cases In Last Decade! -Ã¢â‚¬_ https://t.co/auB7zXy3TE,About the police - Negative
3MQKOF1EE2PID7L8V6W83L5ZL6CWDL,CHICAGO- A 15-year-old girl who was missing for two days from Austin on the West Side has been located.Police canceÃ¢â‚¬_ https://t.co/2Gz1yDfrz6,Not about the police
3MQY1YVHS3L3MUPH3QGVKO1AEE52B2,"Fake plumbers burglarizing elderly homeowners in Chicago, police say, https://t.co/0ysJJmabID",About the police - Negative
3MQY1YVHS3L3MUPH3QGVKO1AEE5B2B,Chicago radio personality @MancowMuller &amp; a former bodyguard make a shocking allegation--that @jamesmacdonald askedÃ¢â‚¬_ https://t.co/WnlYv2xVIk,Not about the police
3MQY1YVHS3L3MUPH3QGVKO1AEE62B3,Chicago police on alert after attempted arson and vandalism at synagogues https://t.co/8Xf9YngGcd,About the police - Positive
3MVY4USGB6O6E1KL3FNIXTIR7YOISU,"@CWBChicago Just for historical reference, can anyone name the last time a Chicago Alderman was arrested by the ChiÃ¢â‚¬_ https://t.co/nyZBxK9bda",Not about the police
3MVY4USGB6O6E1KL3FNIXTIR7YOSI4,Thank you @whitesox for featuring our #MomsinBlue! Read our May feature story about the moms:Ã¢â‚¬_ https://t.co/gCeyWpsZGo,Not about the police
3MWOYZD5WVPJUA3JTEJ1IW47W8FNOI,"This judge got paid to look the other way in #JussieSmollettHoax. So, will he try to be consistent with thisÃ¢â‚¬_ https://t.co/ld3AvrTDcz",About the police - Negative
3MWOYZD5WVPJUA3JTEJ1IW47W8FONJ,@Snowgoggles @ChiCritMass @Chicago_Police Post their badge #s,About the police - Positive
3MXX6RQ9EV6FT25EQ9HK8N3XFWG4PL,.@RahmEmanuel was just given a contributor spot on @TheAtlantic &amp; his piece talks about holding the elite accountabÃ¢â‚¬_ https://t.co/5KWXuDD5YN,Not about the police
3MXX6RQ9EV6FT25EQ9HK8N3XFWGP46,@TIA_EWING @Chicago_Police @fox32news Just incredible. IÃ¢â‚¬â„¢m curious now if similar circumstances are surrounding theÃ¢â‚¬_ https://t.co/49jiTyBBF1,About the police - Neutral
3MXX6RQ9EV6FT25EQ9HK8N3XFWH4PM,"Police in Chicago stepped up patrols at Jewish schools, businesses and synagogues after an arson attempt targeted aÃ¢â‚¬_ https://t.co/4Qe9bJuMX1",About the police - Neutral
3MYASTQBG7CDTAPMJXX2BWNDX5VDQY,@CWBChicago @SPOTNEWSonIG @Chicago_Police Great. 26th Street will be fun tomorrow. (ThatÃ¢â‚¬â„¢s sarcasm.),About the police - Positive
3MYASTQBG7CDTAPMJXX2BWNDX5VQDB,Ã¢â‚¬Å“Man paralyzed due to injury from a 2017 shooting (that began when he pulled his own gun on a 27-year-old CCP holdeÃ¢â‚¬_ https://t.co/MoA4Gnsg7S,Not about the police
3MZ3TAMYTLOUDMK8OQND7JDVLW4RIE,RT @chicagotribune: Chicago police SWAT officers are responding to a report of an armed individual threatening to shoot himself near the UnÃ¢â‚¬_,About the police - Neutral
3MZ3TAMYTLOUDMK8OQND7JDVLW5IR6,@CWBChicago @Chicago_Police @ChicagoCAPS19 Thank you for your service sir! God Bless!,About the police - Positive
3MZ3TAMYTLOUDMK8OQND7JDVLW5RIF,"Yesterday, we celebrated the star ceremony of Angel Powell !!! She was an 011th District peer juror during High SchÃ¢â‚¬_ https://t.co/Z1xHZGGpJi",Not about the police
3N2YPY1GI6ZAQOZ31R2WN146E9BEVM,"RT @FOX59: Three people have been charged after a missing pregnant woman was found dead on Chicago's Southwest Side, according to police.Ã¢â‚¬â€_Ã¢â‚¬_",About the police - Neutral
3N2YPY1GI6ZAQOZ31R2WN146E9CEVN,@Truckers4Y @ValuesRevolt @Oblivio24611819 @geoliberal @Allegedsuspect @keriannbryan @AndrewYang @jordanbpeterson AÃ¢â‚¬_ https://t.co/U9BLAzix9e,Not about the police
3N3WJQXELSRFZ3BTU35PYRXFQ8J2LP,RT @ABC: Chicago ramps up security after arson attempt and vandalism at synagogues. https://t.co/OBas14F52o https://t.co/400r3gHAYq,About the police - Neutral
3N3WJQXELSRFZ3BTU35PYRXFQ8JL28,.@Chicago_Police are using virtual reality for mental health crisis training. @Northwesternmed expertÃ¢â‚¬_ https://t.co/AOgrBcraYc,About the police - Neutral
3N3WJQXELSRFZ3BTU35PYRXFQ8K2LQ,"Infant ripped from womb of murdered woman, police sources say https://t.co/ZFCm2MyrAd",About the police - Neutral
3N5YJ55YXG4US69IJVEJH1K27RBAN6,@YouTube @Chicago_Police @VNilesIL @FLOTUS @TomDart the difference between parole officers and probation officers.Ã¢â‚¬_ https://t.co/kMcrIA71VM,About the police - Neutral
3N5YJ55YXG4US69IJVEJH1K27RBNAJ,Chicago Alderman Arrested For Filing A False Police Report. Will He Get The 'Smollett Deal'? https://t.co/proTcd9vX6,Not about the police
3N7PQ0KLI5QQEFXKHHWQ46CNNPIE3P,Chicago Police Warn of Zombie Raccoons https://t.co/qlRIleduq8,About the police - Neutral
3N7PQ0KLI5QQEFXKHHWQ46CNNPJ3EF,"STILL #MISSING in #Illinois... Since 12.15.2018 Ricardo Cajiga, 36, #Chicago, Illinois, Back of the Yards neighborhÃ¢â‚¬_ https://t.co/NXwMc1vmLC",Not about the police
3N7PQ0KLI5QQEFXKHHWQ46CNNPJE3Q,RT @WGNNews: AWESOME! Chicago police officer saves life of man who collapsed on basketball court https://t.co/zBImtj3qVa,About the police - Positive
3NBFJK3IOHJDKIMX6A66SCVAVWTGO3,"Ex-Chicago police commander pleads guilty to stealing $363,000 from Social Security after mother's death. https://t.co/PCL8sSlim0",About the police - Negative
3NBFJK3IOHJDKIMX6A66SCVAVWTOGB,"A toddler riding with his grandmother gets shot in the head.Ã‚ The grandmother, Kakesia Walker, says Chicago Police tÃ¢â‚¬_ https://t.co/WXJePUZLCJ",Not about the police
3NC6WP7WJHLHMDLZC11YV9UKSMHWWT,"@LightfootForChi on chicago fiscal position: ""It's a problem. from structural deficit, pension obligations, serviceÃ¢â‚¬_ https://t.co/9beVWxgZrs",Not about the police
3NC6WP7WJHLHMDLZC11YV9UKSMIWWU,Anyone with information is asked to call 911 or contact Chicago Police SVU at 312-747-8274. https://t.co/hsMmLOcxKi,About the police - Neutral
3NCN4N1H1GIZBGEAP9EFCC48P9XBN3,Never forget. https://t.co/MfZ2WUPRVH,Not about the police
3NFWQRSHVEFJE59477NG5IMW3V2FGG,RT @RyanAFournier: Let this sink inÃ¢â‚¬_ The Chicago Police Department gathered more evidence on Jussie Smollett in two weeks than Mueller gatÃ¢â‚¬_,About the police - Neutral
3NFWQRSHVEFJE59477NG5IMW3V2GFH,"RT @TkaBrake: Hey infanticidal #Democrats, should the perpetrator be charged with one or two murders? A missing pregnant woman has been foÃ¢â‚¬_",Not about the police
3NI0WFPPI9HQK858SCV9QKM33FB06W,"Ex-Chicago police commander pleads guilty to stealing $363,000 from Social Security after mother's death https://t.co/djDQpiKBfB",About the police - Negative
3NI0WFPPI9HQK858SCV9QKM33FB602,"RT @cbschicago: MISSING TEEN: Khaliyah Williams, 14, has been reported missing by Chicago police. https://t.co/l1Xq3FjJNc",About the police - Neutral
3NKW03WTLM8C2GPD0S2S3KCY4L0WQP,---VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48. CHÃ¢â‚¬_ https://t.co/mM9FAF46t2,Not about the police
3NKW03WTLM8C2GPD0S2S3KCY4L1QWK,NOW: Foot pursuit. Group of shoplifters running from DSW to Belmont Red Line. Police in pursuit. #ChicagoScanner #Chicago,About the police - Neutral
3NKW03WTLM8C2GPD0S2S3KCY4L1WQQ,Burglar breaks vehicle windows in Lincoln Park: police https://t.co/LXnKUra5lZ,About the police - Neutral
3NOEP8XAU436R4TOAKJP5Y0V8RLPXL,@TheJusticeDept BEING FOLLOWED COVERTLY ELECTRONICALLY HARASSED POISONED &amp; SETUP TO BE FRAMED BY RACIST FBI USING LÃ¢â‚¬_ https://t.co/FmZhca547v,Not about the police
3NOEP8XAU436R4TOAKJP5Y0V8RLXPT,New details in the case from Chicago- police and state child welfare agencies claim hospital staff didn't alert theÃ¢â‚¬_ https://t.co/39XZCOWryI,About the police - Neutral
3NQUW096N69QZNWSFCK48E5TWET9LO,RT @KeeangaYamahtta: Just a note: Mayor Rahm Emanuel has literally never said this much abt a single documented case of police brutality duÃ¢â‚¬_,About the police - Negative
3NQUW096N69QZNWSFCK48E5TWETL90,"Marlen Ochoa-Lopez murdered, infant ripped from her womb: police sources - Chicago Sun-Times https://t.co/Op6uV1qQqE",About the police - Neutral
3NQUW096N69QZNWSFCK48E5TWEU9LP,A pregnant woman whose body was found behind a home on Chicago's Southwest Side was murdered and her baby was forciÃ¢â‚¬_ https://t.co/49zot2wRWR,About the police - Neutral
3NRZ1LDP7W7VWZT3B27A2JG6GRIZPR,RT @plussone: Police Supt. Eddie Johnson and Mayor-elect Lori Lightfoot should Ã¢â‚¬Å“declare a moratorium on all gang databases until there canÃ¢â‚¬_,Not about the police
3NRZ1LDP7W7VWZT3B27A2JG6GRJPZI,@PaulaPeckham @namenkere @Kearns_SL @justicedems @AOC I've already gave you the sources and statistics and you justÃ¢â‚¬_ https://t.co/tc3U9y1eKD,Not about the police
