HITId, inputtext,Answer.sentiment.label
3I7KR83SNAEFFHEAUC83TESE7EO9KL, guypbenson benshapiro thought fals polic report like walk revolv door chicago,About the police - Positive
3I7KR83SNAEFFHEAUC83TESE7EOK9W, ayeprahlbadu abc yeah someth go young black girl miss found dumpster set fire,Not about the police
3I7KR83SNAEFFHEAUC83TESE7EPK9X, presid trump gwen today deal rest tomorrow potu secretservic hillaryclinton thejusticedept,Not about the police
3I7SHAD35MX6RMQK0RNZUVTC1TV7MC, texasgarabedian chicagotribun ford injuri stem dec 12 2017 shoot began then18yearold pull,Not about the police
3I7SHAD35MX6RMQK0RNZUVTC1TVM7R, scari situat polic say alterc two peopl stand near bu turn shootout,Not about the police
3I7SHAD35MX6RMQK0RNZUVTC1TW7MD, chicagotribun lori lightfoot secur detail head former us marshal who marri citi lobbyist unit,About the police - Positive
3ICOHX7ENCCUXNYNYUE728EGKDYE0U, jbnimbl cwbchicago crainschicago chicagopolic kim foxx take care right recus,About the police - Negative
3ICOHX7ENCCUXNYNYUE728EGKDZ0EH, two injur napervil shoot polic,About the police - Positive
3IH9TRB0FB06KHLRQW8Y1SVIHYBI1A, ajguglielmi sea blue washington honor famili fallen polic offic includ 470 chicagopolic offic stand,About the police - Negative
3IH9TRB0FB06KHLRQW8Y1SVIHYC1IU, pregnant woman found dead babi forcibl remov polic say,About the police - Neutral
3IH9TRB0FB06KHLRQW8Y1SVIHYCI1B, man claim charg pit bull shoot twice selfdefens accord polic,About the police - Neutral
3IHWR4LC7DEOVH5CPHHDG2IQV4HI8U, jacobinmag ep 3 vastmajoritypod w chicago socialist citi councilor cdrosa rosa recent reelect w 5 new sociali,Not about the police
3IHWR4LC7DEOVH5CPHHDG2IQV4I8IL, ctvnew live chicago polic give updat pregnant teen kill babi cut womb,About the police - Neutral
3IJ95K7NDXDV2XML5V6TDNV55MOGNO, larg fight break chicago height woman shot,Not about the police
3IJ95K7NDXDV2XML5V6TDNV55MONGV, follow covertli electron harass poison amp setup frame racist fbi use low life indiv,Not about the police
3IKDQS3DQE1Q7KVP6TXIIOE9LV2CIU, chicagoarea polic warn zombi raccoon distemp,About the police - Positive
3IKDQS3DQE1Q7KVP6TXIIOE9LV2IC0, break chicago ald proco joe moreno arrest file fals polic report here meghananndwy origi,About the police - Negative
3IKDQS3DQE1Q7KVP6TXIIOE9LV3CIV, feder grand juri indict 4 teen connect violent carjack chicago fbichicago chicagopolic,Not about the police
3IKMEYR0LWW4FXTB93TOJRK018E2KM, jemel roberson shoot medic examin say slain guard cloth fatal polic shoot werent label se,About the police - Positive
3IKMEYR0LWW4FXTB93TOJRK018EK24, devilpup74 swat respond possibl barricad situat near univers chicago polic,About the police - Negative
3IKMEYR0LWW4FXTB93TOJRK018F2KN, uplcchicago propos crimin enterpris databas insuffici prematur solut cpd broken gang databas system,Not about the police
3IKMEYR0LWW4FXTB93TOJRK018FK25, raferweigel chicagopolic dont think that illeg chicago case dismiss,About the police - Neutral
3INZSNUD80R71B802VMGP1XON5RD9C, west suburban polic issu warn zombi raccoon wgn tv chicago,About the police - Negative
3INZSNUD80R71B802VMGP1XON5S9D9, teen girl escap hyde park attempt kidnap aid bystand polic,About the police - Positive
3IQ9O0AYW607T1X0SFS87YED9H2ITJ, infant rip womb murder woman polic sourc say via suntim,About the police - Neutral
3IQ9O0AYW607T1X0SFS87YED9H2TIU, chicagopolic final edit sad day,About the police - Negative
3IV1AEQ4DREKQSPI7Z2DS3XQ8J6J87, cbschicago rebecca canobeltran last seen near 2400 w roosevelt rd accord polic,About the police - Neutral
3IV1AEQ4DREKQSPI7Z2DS3XQ8J78JX, cwbchicago chicagopolic popcorn,About the police - Positive
3IVEC1GSLP02FS5X8ETYDTAIUD0J1N, horrifi chicago jewish commun also target antisemit chicago polic boost presenc je,About the police - Neutral
3IVEC1GSLP02FS5X8ETYDTAIUD11J6, jeremygorn break chicago polic beef patrol cta train bu line summer begin memori day weekend,About the police - Positive
3IVKZBIBJ0A6I691XX5XXHHC7L9HS0, rn rash fire polic say intent set jewish commun center chicago around boston last week left,About the police - Neutral
3IVKZBIBJ0A6I691XX5XXHHC7L9SHB, katiekimnbc chicagopolic nbcchicago describ teen also mother 3 year old marri,About the police - Neutral
3IVKZBIBJ0A6I691XX5XXHHC7LAHS1, latest slain pregnant woman knew alleg killer chicago ap latest slay pregnant chi,About the police - Neutral
3IWA71V4TIHYHYBJVOKGZY9EDMUX6M, chicago polic boost presenc jewish school synagogu molotov cocktail found,About the police - Neutral
3IWA71V4TIHYHYBJVOKGZY9EDMV6XW, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Negative
3IWA71V4TIHYHYBJVOKGZY9EDMVX6N, cwbchicago chicagopolic smell jussi smollett deal,About the police - Positive
3IWA71V4TIHYHYBJVOKGZY9EDMW6XX, miss pregnant woman whose bodi found behind home chicago southwest side strangl,Not about the police
3IYI9285WS1M2VFVOBIIUPT9YARJCD, miss pregnant woman found dead babi forcibl remov womb polic say,Not about the police
3IYI9285WS1M2VFVOBIIUPT9YASCJ7, suntim man car pull besid boy motion boy come car,Not about the police
3IZPORCT1FAUHR9OI85S77CGLJPRHL, democrat congressman chicago polic sworn enemi black peopl share post,About the police - Negative
3IZPORCT1FAUHR9OI85S77CGLJQHRC, chicagosmayor benbradleytv youv set back policecommun relat 50year hide video your sel,Not about the police
3IZPORCT1FAUHR9OI85S77CGLJRHRD, claudiastellar mani peopl outsid chicago dont get lightfoot white liber bcoz,About the police - Positive
3IZVJEBJ6ALNMTBYW681WJPPLMTZ6M, one case foxx offic appear allow violent offend end probat hous arrest sim,About the police - Neutral
3J06WJ78HNLRSZLPWHR6N5SSE4EVV9, rahm emanuel cover laquan mcdonald murder hand chicago polic media silent kim foxx,About the police - Negative
3J5XXLQDHMC7GQJ6C7L04A09NKLV3C, uh oh mayb tina tchen help,Not about the police
3J6BHNX0U9T04JI4VMR8BFNYC35KNV, chicago polic say woman strangl unborn son cut womb bought babi cloth,About the police - Neutral
3J6BHNX0U9T04JI4VMR8BFNYC35NKY, pleas dont forget kierra cole went miss octob last year 5month pregnant still hasnt,Not about the police
3J94SKDEKIQO0O6OZ59ZDLSM1985DD, chicago polic boost presenc jewish school synagogu molotov cocktail found,About the police - Positive
3J94SKDEKIQO0O6OZ59ZDLSM198D5L, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,About the police - Negative
3J9L0X0VDFN6AH8RJQR6HPM9ULXW94, teslanem polic seek suspect beat rob man train nbc 5 chicago,About the police - Neutral
3J9UN9O9J3T283KFCVPYZOR8PLV0J2, chicagopolic octob 13th 2016 adc whole world would extinct includ jail cook counti dep,About the police - Positive
3JAOYN9IHL3N4HHNSXFULF8QW0T33O, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,About the police - Negative
3JGHED38EDS6L3FYJUBAOQGJA397Y2, cwbchicago chicagopolic jussiesmollett better advoc man show da way jussi,About the police - Positive
3JGHED38EDS6L3FYJUBAOQGJA39Y7T, trial begin 2010 slay offduti chicago polic offic,About the police - Neutral
3JGHED38EDS6L3FYJUBAOQGJA3A7Y3, end repar campaign love stori burg tortur survivor famili,About the police - Negative
3JHB4BPSFKA1QKC57HS0P04N6KGQ9U, chicagocaps14 cpdetd chicagopolic congratul,About the police - Positive
3JHB4BPSFKA1QKC57HS0P04N6KH9QE, chicago polic depart axon partner first vr empathi train program,About the police - Negative
3JMNNNO3B15VAXNSYHCR72EVOFNW2C, riversid polic warn dog owner danger zombi raccoon carri distemp viru,About the police - Neutral
3JMNNNO3B15VAXNSYHCR72EVOFO2WJ, lori lightfoot power alli she sworn monday chicago mayor seek fulfil campa,Not about the police
3JMQI2OLFZ6SQDCU355L72S8SU8DNB, sever incom aldermen say theyll back stall chicago polic civilian oversight plan,About the police - Neutral
3JMQI2OLFZ6SQDCU355L72S8SU8NDL, christina eilman chicago pay 225 million woman gang rape plummet sevent,Not about the police
3JTPR5MTZSDWEUCYRMVMHYNCLI5K55, develop unconfirm report shot fire polic riot chicago height,Not about the police
3JTPR5MTZSDWEUCYRMVMHYNCLI6K56, chicagoarea polic warn zombi raccoon distemp,About the police - Neutral
3JU8CV4BRLDJXVFW9TWTML92WNGOPF, suntim chicago popul loss mostli south amp west side black neighborhood,Not about the police
3JU8CV4BRLDJXVFW9TWTML92WNGPOG, tgunkster cwbchicago chicagopolic thing sakimfoxx,About the police - Negative
3JU8CV4BRLDJXVFW9TWTML92WNHPOH, chicagosfines19 bftfchicago cpdmemori chicagopd19 jussi made mockeri chicago polic justic,About the police - Negative
3JUDR1D0D6SQQ0R6M8DLFDW90E62QE, polic 1200 extra offic duti 40 assign new cta safeti squad 100 man fastreactio,About the police - Neutral
3JUDR1D0D6SQQ0R6M8DLFDW90E72QF, polic pregnant chicago teen miss sinc april found strangl babi cut bod,About the police - Neutral
3JVP4ZJHDPT6DS09UD4YNNC8C65I07, lucyparsonslab chicago polic claim offic train deal mental health issu theyv g,About the police - Neutral
3JVP4ZJHDPT6DS09UD4YNNC8C660IQ, ltgovmickey miss chicago sinc 07051996 almost 23 year andrew thompson 08 everett thompson 11 everett sr dad lef,Not about the police
3JVP4ZJHDPT6DS09UD4YNNC8C66I08, consmilitia oserus99 kkoh1776 cnni given everybodi arm ye self defens ensur w,Not about the police
3JY0Q5X05J7PS55ZIRTYN3M84A2GGG, mother daughter arrest allegedli strangl pregnant chicago woman rip babi,Not about the police
3JYPJ2TAYI9PRI23AQD3ZR0O4MPFPK, distress mani waysmost especi lack quick action polic woman report,About the police - Negative
3JYPJ2TAYI9PRI23AQD3ZR0O4MPPFU, tawdri detail jussiesmollett chicago hatecrimehoax made public time impeach unindict,Not about the police
3JYPJ2TAYI9PRI23AQD3ZR0O4MQPFV, believ murder believ babi forcibl remov follow murder,Not about the police
3K1H3NEY7L0MGLV8G1SQHIJBRIMDG3, suntim outgo ald proco joe moreno taken polic custodi even arrest warrant accord chicago polic,About the police - Negative
3K1H3NEY7L0MGLV8G1SQHIJBRIMGD6, file fals polic report face full legal consequ say trump,Not about the police
3K2CEDRACB2TPKNRDUQ0ZRLUQQMMT3, cascamik mayor chicago polic hid 6 month murder laaquan mcdonald,About the police - Negative
3K2CEDRACB2TPKNRDUQ0ZRLUQQMTMA, horrifi miss pregnant teenag found dead babi cut womb famili say star,About the police - Negative
3K2CEDRACB2TPKNRDUQ0ZRLUQQNMT4, lynnshawprod thrown jail,Not about the police
3K3G488TR29IPXAT4RFJDKZLKOXQ53, kenmacpherson chicagotribun 27yearold conceal carri permit holder fear may becom victim batteri pull,About the police - Positive
3K3IX1W4S6SUVRLVZARBLQPX76CAP2, nbcdfw pregnant teen babi cut womb murder polic said,Not about the police
3K3IX1W4S6SUVRLVZARBLQPX76CPAH, trump close 54 school chicago us militari forc kill african africa polic kil,About the police - Negative
3K3IX1W4S6SUVRLVZARBLQPX76DPAI, polic question four peopl connect disappear 19yearold pregnant woman pilsen,About the police - Neutral
3K8CQCU3KE2RZJCLK0ABZQHTZADWN2, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48 chica,Not about the police
3K8CQCU3KE2RZJCLK0ABZQHTZAENWU, 19yearold pregnant woman found dead chicago babi cut womb polic,About the police - Neutral
3K8CQCU3KE2RZJCLK0ABZQHTZAEWN3, incom chicago mayor path histor polic reform,About the police - Neutral
3KA7IJSNW66ZE1QN5OR7G193POXPBC, ivxvxcvi katiekimnbc chicagopolic nbcchicago liber dont that5yr,About the police - Negative
3KA7IJSNW66ZE1QN5OR7G193POYBPZ, chowkidarranji8 syr98009620 classicbuy khantastix sushmaswaraj ilstatepolic willcountysao willcosheriff fbi fbichicago r,Not about the police
3KA7IJSNW66ZE1QN5OR7G193POYPBD, mikelowereport shifletgina chicagopolic godspe,About the police - Positive
3KG2UQJ0MJPMFMGZ8RB571Z7B9XNQQ, johnwohn2 specialolymp dunkinchicago soillinoi chicagopolic 2013 tho thank donat,About the police - Positive
3KG2UQJ0MJPMFMGZ8RB571Z7B9XQNT, chicagopolic chicagosfines19 cta visit chicago last year went tran experi,Not about the police
3KI0JD2ZU1J42J5SDBGI5ZWQBTG762, wreathsacross chicago polic head washington honor fallen offic,About the police - Neutral
3KI0JD2ZU1J42J5SDBGI5ZWQBTH672, cwbchicago chicagopolic jail place fan smith,About the police - Neutral
3KI0JD2ZU1J42J5SDBGI5ZWQBTH763, miss pregnant teen found dead babi cut womb,Not about the police
3KL228NDMVNUUR1I8IEDLVE1BRJGKJ, charg file connect chicago height street fight polic say,Not about the police
3KL228NDMVNUUR1I8IEDLVE1BRJKGN, band todo santo way chicago particip local ruido fest battl band,About the police - Positive
3KL228NDMVNUUR1I8IEDLVE1BRKKGO, cwbchicago crainschicago chicagopolic hell forgiven sort commun servic,About the police - Neutral
3KLL7H3EGD2MAYQ5RSA2841J6P3HV5, chicagopolic chicagocaps14 cta dirti rat,About the police - Negative
3KLL7H3EGD2MAYQ5RSA2841J6P3VHJ, chicago polic gun drawn raid wrong home crash 4yearold birthday famili claim via nbcnew,About the police - Negative
3KLL7H3EGD2MAYQ5RSA2841J6P4HV6, molotov cocktail thrown chicago synagogu polic say,About the police - Neutral
3KQC8JMJGCT2YPOM7I4WP990F5AH38, chicago alderman renew push elect polic oversight council,About the police - Positive
3KQC8JMJGCT2YPOM7I4WP990F5BH39, cwbchicago chicagopolic releas soon im think,About the police - Neutral
3KTCJ4SCVG2SG0BIBB6QTL2ZY7V1M9, ltgovmickey chicago polic still search teen who miss month jaqu purnel 17 last seen home,About the police - Negative
3KTCJ4SCVG2SG0BIBB6QTL2ZY7VM1U, chicago polic review unsolv death 55 women possibl serial killer,About the police - Neutral
3KTCJ4SCVG2SG0BIBB6QTL2ZY7W1MA, nani fuck mother daughter strangl pregnant teen cabl cut infant womb polic via suntim,About the police - Neutral
3KTZHH2ONIGAR0V3AWF58VP7CD1M8E, chicagopolic okay pl incorpor today unconstitutionalnonconsensu communitybas fbi cointelp,About the police - Negative
3KVQ0UJWPXMN9U6FG0EP59H78PEW5D, pretti rich lectur respons hold bad actor account guy everyt,Not about the police
3KWGG5KP6J3C33LGR8VAAHLQ24MMCK, jemel roberson shoot medic examin say slain guard cloth fatal polic shoot werent label se,About the police - Neutral
3KWGG5KP6J3C33LGR8VAAHLQ24NCMB, chicago polic search suspect caught camera attempt burn synagogu via,About the police - Neutral
3L1EFR8WWT64ZVMWT1H6D109ZI79FJ, bu hit gunshot polic say stray gunfir struck suburban school bu drop student museum,Not about the police
3L1EFR8WWT64ZVMWT1H6D109ZI7F9P, racist fbi reli corrupt chicagoevergreen pk polic amp gang amp low life filth individu use covert poi,About the police - Negative
3L1EFR8WWT64ZVMWT1H6D109ZI89FK, chicago polic take fresh look unsolv slay 55 women amp8212 possibl serial killer,About the police - Neutral
3L21G7IH47XSAH0WUEU1NGP67H91YZ, eamonn5605 cwbchicago chicagopolic wait wait waitdid blame white person that key chicago,About the police - Negative
3L21G7IH47XSAH0WUEU1NGP67H9Y1W, incom chicago mayor path histor polic reform,About the police - Positive
3L21G7IH47XSAH0WUEU1NGP67HA1Y0, katiekimnbc chicagopolic nbcchicago great kati,About the police - Positive
3L2OEKSTW9BALHKHTZ3G2QCELNFY8G, abc3340 incom chicago mayor path histor polic reform,About the police - Neutral
3L2OEKSTW9BALHKHTZ3G2QCELNG8YR, outta shape midget ass mfka dont look shit like cop see street chicago l,About the police - Negative
3L4YG5VW9NTJ41LHEBRIBXGEEQ6DDT, sever incom aldermen say theyll back stall chicago polic civilian oversight plan,About the police - Negative
3L55D8AUFAYCXKAUABJL4C8XBE0CY0, cwbchicago break chicagopolic confirm alderman proco joe moreno custodi arrest warrant file fals polic,About the police - Negative
3L55D8AUFAYCXKAUABJL4C8XBE0YCM, come check game first respond brother cfdblaze may 31st st rita see favorit,About the police - Positive
3L60IFZKF3JHSXVLM3TYT3AAYASHHF, horrifi pregnant woman gone chicago home respons facebook offer free babi cloth wa,About the police - Neutral
3L60IFZKF3JHSXVLM3TYT3AAYATHHG, michael kasper 46yearold ceo dupag medic group die suicid may 4 elmhurst home report,Not about the police
3L7SUC0TTUVS9BQ0FS2QFGJPTFQ0M6, fatalencount thedeced name joshua jone citi chicago date 012017 caus death gunsho,Not about the police
3L84EBDQ373ZWDX1Y9ZSJN6UI81KKR, keithboykin judg domenica stephenson acquit three offic laquan mcdonald case elect juri trial p,About the police - Negative
3LAZVA75NISN5OEQ7VLHQ819LDO2O6, youtub chicagopolic vnilesil chicagopolic honest abe ducki land time flotu link,About the police - Neutral
3LAZVA75NISN5OEQ7VLHQ819LDP2O7, healthyfamily10 atxpatriot take turn around place like chicago baltimor polic,About the police - Neutral
3LB1BGHFL2XTJ1C5WXEBTM81Z00TY0, one wildest stori ive read 19yearold woman chicago strangl,About the police - Negative
3LB1BGHFL2XTJ1C5WXEBTM81Z00YT5, chicago citi leader arrest allegedli file fals polic report notsmollett,About the police - Negative
3LB1BGHFL2XTJ1C5WXEBTM81Z0ZTYZ, polic locat remain miss 19yearold pregnant chicago woman accord fox 32 went mi,About the police - Neutral
3LCXHSGDLT7UYWIZ7WXRCEKZF5HESH, tiaew chicagopolic fox32new wow accord kidnap someon offer give,About the police - Neutral
3LCXHSGDLT7UYWIZ7WXRCEKZF5HSEV, babi chase mother thrill recoveri shoot frustrat polic investig everyon looki,About the police - Negative
3LCXHSGDLT7UYWIZ7WXRCEKZF5IESI, man tri lure girl car englewood polic chicago suntim,About the police - Positive
3LEG2HW4UFOTZB1X8S2R3ESVTCX2FK, pregnant woman slain babi cut womb chicago polic say,About the police - Negative
3LEG2HW4UFOTZB1X8S2R3ESVTCXF2X, man shot chicago polic offic barricad situat prompt swat respons wednesday near,About the police - Negative
3LEG2HW4UFOTZB1X8S2R3ESVTCY2FL, chicagocaps12 congratul chicagopolic honor guard win chief judg award steve young nation honor g,About the police - Positive
3LEG2HW4UFOTZB1X8S2R3ESVTCYF2Y, yehudajfriedman ousynagogu fbi chicago polic arson unit investig 3 molotov cocktail found outsid lak,Not about the police
3LG268AV387IXHIMS7XMM4F3T3YERT, georgetowncpt america watch show polic depart chicago detroit develop realtim,About the police - Neutral
3LG268AV387IXHIMS7XMM4F3T3YRE6, roseportal antisemit violenc rise struck,Not about the police
3LG268AV387IXHIMS7XMM4F3T3ZERU, chicagocaps14 cpdetd chicagopolic ill tri stay outta troubl,About the police - Neutral
3LN3BXKGC0WLPRVZXWXG968WYYRWGU, cwbchicago chicagopolic soon releas,About the police - Positive
3LN3BXKGC0WLPRVZXWXG968WYYSGWF, happen cop elect mayorgtchicago polic beef patrol cta train bu line,About the police - Neutral
3LN3BXKGC0WLPRVZXWXG968WYYSWGV, jeremygorn chicago polic arson unit investig 3 molotov cocktail found outsid lakeview east synagogu,About the police - Neutral
3LN50BUKPVCBRACZW1G1U4581IBLPV, mother daughter strangl pregnant teen cabl cut infant womb polic via suntim,Not about the police
3LN50BUKPVCBRACZW1G1U4581IBPLZ, nypdchiefpatrol great weather great footbal nypdnew nypdchiefofdept finestfootbal chicagopolic nypdsport,Not about the police
3LN50BUKPVCBRACZW1G1U4581ICPL0, benbradleytv break 3 peopl charg death marlen ochoa whose babi cut womb well carri chicagopolic,About the police - Neutral
3LOJFQ4BOXGRI7RR6SD5FAB4YZ3DK6, chicagocaps14 raferweigel chicagopolic mention jason van dyke pleas,About the police - Negative
3LOJFQ4BOXGRI7RR6SD5FAB4YZ3KDD, tiaew helloimjai imag chicagopolic take slew peopl custodi question surround disapp,About the police - Neutral
3LOJFQ4BOXGRI7RR6SD5FAB4YZ4KDE, wild imagin invest mental health first respondersand school amp healthcar amp good jobsinstead,Not about the police
3LVTFB9DE5JG5UZDLNYAHHQAAXBGQB, molotov cocktail thrown chicago synagogu polic say,About the police - Neutral
3LVTFB9DE5JG5UZDLNYAHHQAAXBQGL, chicago polic,About the police - Negative
3LXX8KJXPWAY58ZPS40W0V9NRJY9O5, chicago hospit didnt alert polic earli clue wombcut case offici say therearenoword,About the police - Neutral
3LXX8KJXPWAY58ZPS40W0V9NRJYO9K, ashleerezin mother daughter strangl pregnant teen cabl cut infant womb polic,Not about the police
3LXX8KJXPWAY58ZPS40W0V9NRJZ9O6, jerryhervey polic pregnant woman babi cut womb murder wowk,About the police - Neutral
3M0556243SLPOXQQUB0BV2VT47OFNO, woman sexual assault lake view depaul campu polic,Not about the police
3M0556243SLPOXQQUB0BV2VT47ONFW, former chicago polic command plead guilti steal 363000 social secur,About the police - Negative
3M47JKRKCX282XABNG8OJZSLMDM86Q, also make wonder fate kierra cole pregnant black postal worker disappear last octo,Not about the police
3M47JKRKCX282XABNG8OJZSLMDN68P, chicago ramp secur arson attempt vandal synagogu abc news via abc,About the police - Neutral
3M4KL7H8KVOQRXQQOVZ94P5D87H160, polic say woman facebook allegedli lure pregnant victim home offer stroller babi clot,About the police - Neutral
3M4KL7H8KVOQRXQQOVZ94P5D87H615, abc7chicago polic releas surveil imag vehicl struck kill pedestrian last week near chicago state univ,About the police - Negative
3M67TQBQQHP9345OILVEZ0PI22UA97, armor truck cop rifl crowd chicago height street,About the police - Neutral
3M67TQBQQHP9345OILVEZ0PI22V9A7, katiekimnbc chicagopolic nbcchicago realdonaldtrump let make america great ya,About the police - Positive
3M67TQBQQHP9345OILVEZ0PI22VA98, ceoaetnew nmc21887 chicagopolic true mean that alot citi resourc total 25 loss,Not about the police
3M7OI89LVYPAE00O4SOTLLO4C47C60, konkolskorn read redact polic report file mancowmul claim harvest bibl chapel pastor twice ask,About the police - Positive
3M7OI89LVYPAE00O4SOTLLO4C486CV, chicago alderman arrest potenti file fals polic report,Not about the police
3M7OI89LVYPAE00O4SOTLLO4C48C61, angela merkel hitler granddaught possibl daughter think wife abl control angela,Not about the police
3M93N4X8HKO29C4RLX8I9UXRKDDJS7, chicago polic say newborn cut womb mother strangl three week ago hospit,About the police - Neutral
3M93N4X8HKO29C4RLX8I9UXRKDDSJG, agentlethund realli jerk want burn peopl synogogu sympathi worshipp chicago think twice,Not about the police
3M93N4X8HKO29C4RLX8I9UXRKDEJS8, peteypete05 justic chicago polic depart fail solv thousand rape case last decad,About the police - Negative
3MA5N0ATTCCQRDRINNIV7Y0P5F8WKX, watch live chicago polic announc charg 3 peopl murder pregnant teenag marlen ochoa b,About the police - Neutral
3MA5N0ATTCCQRDRINNIV7Y0P5F9WKY, break swat respond possibl barricad situat near univers chicago polic say,About the police - Neutral
3MD8CKRQZZOQ8X4E688DJKSVYBURJR, break chicago polic say found 19yearold pregnant woman dead babi cut w,About the police - Neutral
3MD8CKRQZZOQ8X4E688DJKSVYBVJRK, incom chicago mayor path histor polic reform,About the police - Negative
3MDKGGG61QOR0H2ZQEJJAVO80Q7T60, maryv184 fox32new elizabethfox32 chicagopolic im legal would wouldnt,About the police - Neutral
3MDKGGG61QOR0H2ZQEJJAVO80Q86TE, jjjackie45 rip marlenochoa im sorri happen pray babi boy yavani one beg chicago,Not about the police
3MDWE879UH3EMEAGOZVAUB9OKKG9B2, marlen ochoalopez murder chicago polic make three arrest bbc news,About the police - Neutral
3MDWE879UH3EMEAGOZVAUB9OKKGB94, bbc news marlen ochoalopez murder chicago polic make three arrest,About the police - Neutral
3MG8450X2OBEA0ZT5F82LR1RE94PUT, collect ss check 25 year mother death 330k chicago exchicago polic com,About the police - Negative
3MG8450X2OBEA0ZT5F82LR1RE94UPY, polic depart across us weigh use facial recognit softwar sever commun rais,About the police - Neutral
3MGHRFQY2LQS3SFEYVQ19B6W2P3Y0T, beauti sun goe beauti west end sierravistaaz carolynumphrey cochisecounti,About the police - Negative
3MIVREZQVHZL7GVWBEJPF9I3HESKQI, sassadnew realli sad one personwer suppos go help cri unheard 4 women talk us,About the police - Negative
3MIVREZQVHZL7GVWBEJPF9I3HESQKO, polic seek chicago synagogu arsonist caught camera,About the police - Neutral
3MJ9GGZYO37Y3KKPXCGZPDH4WWK2A7, chicago polic cmdr kenneth johnson plead guilti social secur theft,About the police - Negative
3MJ9GGZYO37Y3KKPXCGZPDH4WWL2A8, updat 3 charg miss pregnant woman strangl babi taken womb polic chicago th,Not about the police
3MJ9GGZYO37Y3KKPXCGZPDH4WWLA2G, nicoseinew horrif stori chicagoa miss pregnant woman found dead week went meet woman,Not about the police
3MNJFORX8B5LY8KKQB4P1LV7DMO5FO, nancyloo chicagopolic wgnnew pray hard preciou babi,About the police - Neutral
3MNJFORX8B5LY8KKQB4P1LV7DMOF5Y, realdonaldtrump chicago polic everi right legal protest mayor administr wont let,About the police - Positive
3MNJFORX8B5LY8KKQB4P1LV7DMPF5Z, pregnant 19yearold babi cut womb murder polic say,About the police - Neutral
3MQKOF1EE2PID7L8V6W83L5ZL6BWDK, outgo ald proco joe moreno taken polic custodi even arrest warrant accord chic,About the police - Positive
3MQKOF1EE2PID7L8V6W83L5ZL6CDW2, justic chicago polic depart fail solv thousand rape case last decad,About the police - Negative
3MQKOF1EE2PID7L8V6W83L5ZL6CWDL, chicago 15yearold girl miss two day austin west side locatedpolic canc,Not about the police
3MQY1YVHS3L3MUPH3QGVKO1AEE52B2, fake plumber burglar elderli homeown chicago polic say,About the police - Negative
3MQY1YVHS3L3MUPH3QGVKO1AEE5B2B, chicago radio person mancowmul amp former bodyguard make shock allegationthat jamesmacdonald ask,Not about the police
3MQY1YVHS3L3MUPH3QGVKO1AEE62B3, chicago polic alert attempt arson vandal synagogu,About the police - Positive
3MVY4USGB6O6E1KL3FNIXTIR7YOISU, cwbchicago histor refer anyon name last time chicago alderman arrest chi,Not about the police
3MVY4USGB6O6E1KL3FNIXTIR7YOSI4, thank whitesox featur momsinblu read may featur stori mom,Not about the police
3MWOYZD5WVPJUA3JTEJ1IW47W8FNOI, judg got paid look way jussiesmolletthoax tri consist,About the police - Negative
3MWOYZD5WVPJUA3JTEJ1IW47W8FONJ, snowgoggl chicritmass chicagopolic post badg,About the police - Positive
3MXX6RQ9EV6FT25EQ9HK8N3XFWG4PL, rahmemanuel given contributor spot theatlant amp piec talk hold elit accountab,Not about the police
3MXX6RQ9EV6FT25EQ9HK8N3XFWGP46, tiaew chicagopolic fox32new incred im curiou similar circumst surround,About the police - Neutral
3MXX6RQ9EV6FT25EQ9HK8N3XFWH4PM, polic chicago step patrol jewish school busi synagogu arson attempt target,About the police - Neutral
3MYASTQBG7CDTAPMJXX2BWNDX5VDQY, cwbchicago spotnewsonig chicagopolic great 26th street fun tomorrow that sarcasm,About the police - Positive
3MYASTQBG7CDTAPMJXX2BWNDX5VQDB, man paralyz due injuri 2017 shoot began pull gun 27yearold ccp hold,Not about the police
3MZ3TAMYTLOUDMK8OQND7JDVLW4RIE, chicagotribun chicago polic swat offic respond report arm individu threaten shoot near un,About the police - Neutral
3MZ3TAMYTLOUDMK8OQND7JDVLW5IR6, cwbchicago chicagopolic chicagocaps19 thank servic sir god bless,About the police - Positive
3MZ3TAMYTLOUDMK8OQND7JDVLW5RIF, yesterday celebr star ceremoni angel powel 011th district peer juror high sch,Not about the police
3N2YPY1GI6ZAQOZ31R2WN146E9BEVM, fox59 three peopl charg miss pregnant woman found dead chicago southwest side accord polic,About the police - Neutral
3N2YPY1GI6ZAQOZ31R2WN146E9CEVN, truckers4i valuesrevolt oblivio24611819 geoliber allegedsuspect keriannbryan andrewyang jordanbpeterson,Not about the police
3N3WJQXELSRFZ3BTU35PYRXFQ8J2LP, abc chicago ramp secur arson attempt vandal synagogu,About the police - Neutral
3N3WJQXELSRFZ3BTU35PYRXFQ8JL28, chicagopolic use virtual realiti mental health crisi train northwesternm expert,About the police - Neutral
3N3WJQXELSRFZ3BTU35PYRXFQ8K2LQ, infant rip womb murder woman polic sourc say,About the police - Neutral
